1.31201317447875,-0.320757561024138,0.112870398030445,6,1,1,1
0.00897732557921362,0.0441104094298665,0.252610412048022,7,2,3,5
1.54464820954252,3.58383752044103,-3.43055765076646,8,1,1,3
-0.00945894102995425,-0.0316124478392973,-0.0168783205046667,9,1,1,5
-0.0521422121949716,-0.0125965011710043,0.00977683056988565,5,3,5,2
0.469346588809861,0.401734546955813,-2.68265620093848,6,3,5,4
-0.0397536933269948,-0.0566434274221087,0.25671578691388,3,1,1,2
2.05488280168801,0.940525615219071,-0.507887577770554,7,1,1,6
1.71120112010765,-0.236167778526803,-2.50706253943429,5,1,1,4
0.762886222312146,0.275621164359107,-0.0485696612815525,9,2,3,1
2.61966963890319,-0.0917749423969151,-0.832972743415233,2,3,5,1
-0.0521422121949716,0.00529999771541055,0.00408257666926746,4,3,5,5
-0.00427335278281537,0.0150238581073884,0.00778343320235219,7,1,1,2
-0.380269109556751,-0.763801076375066,-0.399649391040314,2,2,3,1
0.0485848577559383,-0.041433158740089,0.103505481195529,2,2,4,5
0.507121179324817,-1.12503887264401,1.5530158795269,3,1,1,1
-0.792005143621279,2.17036743529155,-0.310415513572056,3,1,1,4
-0.113942598010954,0.202977036666299,0.593591430062882,6,2,4,3
3.21874034539763,0.972984482662461,0.658188942874743,2,1,1,1
1.88809112926034,0.649345479488901,-1.5044183172657,1,1,2,3
-1.43668976236662,1.0004236115268,-0.114635016751631,4,1,1,3
-0.255983407298843,0.509847609218146,1.19595149892503,6,2,4,3
-0.0130410908209418,0.031066748021668,0.0427431756661953,7,1,2,5
-0.0148833392542157,0.0315076734260182,0.015529182685875,1,1,1,5
0.836638171994632,-1.61991564721499,0.781903228267093,3,2,4,4
-0.0287002018330282,0.0494838496511546,-0.000852631750401857,5,1,2,2
-0.00672910982714749,0.0380001526553224,-0.0206496175525205,8,2,3,5
1.09885819190627,1.20582680900006,0.561292916772573,2,1,2,6
0.587383844607835,0.504416251586599,0.862693136160051,1,2,4,4
1.00829111553855,-0.758283896237756,0.623807220443875,3,3,5,6
-0.00666145264347373,0.0316433423366418,0.0202478573567971,7,1,1,5
-1.97878836482447,0.260924388111134,-0.0221608612115517,6,1,1,1
-0.849046624758669,0.541657995495233,-1.14565064916787,7,1,1,6
-0.0229005315349725,0.0358151718966428,0.0292697261852318,3,1,2,2
-0.632309498789613,-1.08352403039682,-0.371698913125275,9,1,2,4
-0.0859441778026047,0.55329829244612,-0.282622807970977,9,2,3,6
-0.727176502132463,-0.94846656900616,0.300727953172006,2,2,4,6
-0.219107445872443,0.236922882938154,-0.831519009242783,4,2,3,6
0.0219522072721008,-0.00205596372790697,0.0541998670912599,2,2,4,2
0.00556288338147604,0.0359634007676086,0.00548829861828087,7,2,3,5
0.783833724572758,-0.316653551471215,-1.0884033384732,9,1,2,4
0.00692865981340961,0.0352844838421715,-0.011738963229505,7,2,4,5
-0.000583113468774526,0.0712670953385706,0.00014190660794906,7,2,3,5
0.679573826427088,0.208408360955771,-0.383610236597986,6,2,4,1
4.93670025035323,-0.957971350392151,0.531216849801774,7,2,4,1
-0.374123121202568,0.477259596797166,0.197958409239793,9,2,4,1
-0.62094895940626,-0.0431104185782206,0.404241139168351,5,1,2,4
0.519164020024718,-0.0287294784872335,-0.0325478808540246,6,1,1,3
-1.66366160930655,2.69981680938063,-1.28887278489819,3,1,1,6
-0.0401414225589414,-0.000665501320646378,0.0021844921005589,8,3,5,5
-1.35065372837557,0.126259396306844,0.364290590854,5,2,3,6
-1.82492658964662,0.462528911657057,1.20454620018588,2,1,1,3
-0.0147468763079373,0.00905441092487368,0.0328903452274642,5,1,1,5
-0.436265954445064,-0.436562951604004,3.33629028221821,9,2,3,3
0.779275539495349,-2.38369738282717,-0.355690157860304,1,2,4,6
0.101686075060999,0.254224019921389,-0.0262867783749945,3,3,5,6
0.0356099760630511,-0.025818061675218,0.0637045637391931,5,2,4,2
0.0410730840265927,0.0502206628702028,0.194394139730887,7,2,3,1
-0.923862371558871,-0.0999897566180182,-1.4143183063584,2,1,2,6
-0.00611560121608932,-0.00101903180689127,0.0241058933907091,9,1,1,2
-0.0613601886129566,-0.0074872991314037,-0.0503517960360055,6,2,4,5
-0.405098845270982,-0.128276796724212,-2.10962548400153,8,1,2,3
-0.462350984173045,-0.767503336130231,0.171588552402564,9,3,5,6
-1.40813490337839,-0.144489270442826,1.51977742289475,3,1,1,4
-0.000583113468774526,0.00948562956153639,0.00786447239127917,2,2,3,2
-0.846681967874241,-1.55541855596951,-0.844588010408272,5,2,3,4
-0.0335955365915317,0.0188579504338171,-0.00350976199455178,6,3,5,5
0.618474846901111,-0.0716009631617526,0.00953438828105596,5,1,2,1
-0.501823267894021,1.03600843204137,-0.79884660357531,9,2,4,6
-1.36804897998333,-1.94712667599162,1.94692135963958,2,1,2,4
-0.82687819284265,-0.317752461867449,0.50389079004991,3,2,3,6
1.69298038608326,0.428377555937644,2.1143429326307,4,2,3,1
-0.26212940012464,0.255932579078444,0.708835897827016,2,2,3,3
0.891556150423964,-0.893321107873757,-0.540193170587771,1,3,5,4
0.528259552455415,-0.611858009190682,-1.36728354386641,2,3,5,1
0.851109904322954,1.9192436704558,0.244755871435599,4,1,1,4
-0.0166232404777809,0.0206202150743904,0.0184375482246659,9,1,1,2
-0.554405677292019,-0.606971194357931,-0.31291902099968,1,2,4,3
-0.701564390366523,0.509572225891577,0.31799919813665,9,1,2,3
-1.02013567534113,-0.0122397187208659,0.835961173191004,8,2,4,6
-0.0265328773017104,0.0305320642527093,0.019151299709323,8,2,3,2
-2.63789832289646,1.43181718295261,0.018557256120204,5,2,4,1
0.37227398391456,0.938244350322322,-1.04656284821304,1,2,4,4
0.439890140524193,-2.17102258958988,1.00532220591779,1,3,5,6
1.01009183474538,-0.089636279339966,-0.473310818263208,5,2,3,4
0.869736571522399,-0.149260666119615,-0.463795272823765,9,3,5,4
-0.497262355131695,0.0660396267296468,0.932245928822829,6,3,5,3
-0.0108264407327295,0.0468260771316148,0.0239036478387971,4,2,3,5
3.53093327456441,0.663658588458784,-0.124280105863949,5,1,1,1
-1.66495793038443,0.670679474033102,0.919526372327571,8,1,1,4
-0.00945894102995425,0.0396139102853251,0.0122053362446897,9,1,1,2
0.356363844953864,-1.11913721390474,-0.49218833786608,6,1,2,1
-0.309931617722654,0.162241987797997,-1.01270238512468,3,2,3,4
-1.27758463896146,-0.1425918173065,-0.451331162774704,7,2,4,6
0.15849270699863,-3.78931176348265,-1.42615951528576,8,1,2,6
0.268413535102752,-0.954672151889765,0.137799246339335,6,1,1,3
1.12434263907486,-0.340734844234051,-1.51311368784325,8,1,1,6
0.850098894615808,0.12949084370911,-4.14133437267454,5,3,5,4
0.593529855320091,1.78078058265351,-0.708552002924269,8,2,4,6
-0.0122905450635721,0.0241136984586256,0.0259458797440465,4,1,2,5
0.323106010006878,-0.00409271339281568,-0.394897044661272,5,2,4,6
